Mese,Regione,Classe potenza,Working day,Ora,Prelievo medio Orario Regionale (kWh)
3,Lazio,1.5<P<=3,Giorno feriale,1,0.147
3,Lazio,1.5<P<=3,Giorno feriale,2,0.1292
3,Lazio,1.5<P<=3,Giorno feriale,3,0.1223
3,Lazio,1.5<P<=3,Giorno feriale,4,0.1234
3,Lazio,1.5<P<=3,Giorno feriale,5,0.1376
3,Lazio,1.5<P<=3,Giorno feriale,6,0.1733
3,Lazio,1.5<P<=3,Giorno feriale,7,0.2287
3,Lazio,1.5<P<=3,Giorno feriale,8,0.252
3,Lazio,1.5<P<=3,Giorno feriale,9,0.2525
3,Lazio,1.5<P<=3,Giorno feriale,10,0.2433
3,Lazio,1.5<P<=3,Giorno feriale,11,0.2403
3,Lazio,1.5<P<=3,Giorno feriale,12,0.2549
3,Lazio,1.5<P<=3,Giorno feriale,13,0.2654
3,Lazio,1.5<P<=3,Giorno feriale,14,0.267
3,Lazio,1.5<P<=3,Giorno feriale,15,0.2573
3,Lazio,1.5<P<=3,Giorno feriale,16,0.2518
3,Lazio,1.5<P<=3,Giorno feriale,17,0.2737
3,Lazio,1.5<P<=3,Giorno feriale,18,0.3452
3,Lazio,1.5<P<=3,Giorno feriale,19,0.4329
3,Lazio,1.5<P<=3,Giorno feriale,20,0.4203
3,Lazio,1.5<P<=3,Giorno feriale,21,0.3859
3,Lazio,1.5<P<=3,Giorno feriale,22,0.3217
3,Lazio,1.5<P<=3,Giorno feriale,23,0.2451
3,Lazio,1.5<P<=3,Sabato,0,0.1913
3,Lazio,1.5<P<=3,Sabato,1,0.1529
3,Lazio,1.5<P<=3,Sabato,2,0.133
3,Lazio,1.5<P<=3,Sabato,3,0.1243
3,Lazio,1.5<P<=3,Sabato,4,0.123
3,Lazio,1.5<P<=3,Sabato,5,0.1322
3,Lazio,1.5<P<=3,Sabato,6,0.1574
3,Lazio,1.5<P<=3,Sabato,7,0.205
3,Lazio,1.5<P<=3,Sabato,8,0.2538
3,Lazio,1.5<P<=3,Sabato,9,0.2804
3,Lazio,1.5<P<=3,Sabato,10,0.2816
3,Lazio,1.5<P<=3,Sabato,11,0.2781
3,Lazio,1.5<P<=3,Sabato,12,0.2926
3,Lazio,1.5<P<=3,Sabato,13,0.2973
3,Lazio,1.5<P<=3,Sabato,14,0.2991
3,Lazio,1.5<P<=3,Sabato,15,0.2893
3,Lazio,1.5<P<=3,Sabato,16,0.2808
3,Lazio,1.5<P<=3,Sabato,17,0.2959
3,Lazio,1.5<P<=3,Sabato,18,0.3672
3,Lazio,1.5<P<=3,Sabato,19,0.4627
3,Lazio,1.5<P<=3,Sabato,20,0.4293
3,Lazio,1.5<P<=3,Sabato,21,0.3747
3,Lazio,1.5<P<=3,Sabato,22,0.3224
3,Lazio,1.5<P<=3,Sabato,23,0.2563
3,Lazio,1.5<P<=3,Domenica,0,0.1979
3,Lazio,1.5<P<=3,Domenica,1,0.1577
3,Lazio,1.5<P<=3,Domenica,2,0.1025
3,Lazio,1.5<P<=3,Domenica,3,0.1271
3,Lazio,1.5<P<=3,Domenica,4,0.1223
3,Lazio,1.5<P<=3,Domenica,5,0.1264
3,Lazio,1.5<P<=3,Domenica,6,0.1419
3,Lazio,1.5<P<=3,Domenica,7,0.1788
3,Lazio,1.5<P<=3,Domenica,8,0.234
3,Lazio,1.5<P<=3,Domenica,9,0.2858
3,Lazio,1.5<P<=3,Domenica,10,0.3175
3,Lazio,1.5<P<=3,Domenica,11,0.3413
3,Lazio,1.5<P<=3,Domenica,12,0.3677
3,Lazio,1.5<P<=3,Domenica,13,0.3266
3,Lazio,1.5<P<=3,Domenica,14,0.306
3,Lazio,1.5<P<=3,Domenica,15,0.2978
3,Lazio,1.5<P<=3,Domenica,16,0.2889
3,Lazio,1.5<P<=3,Domenica,17,0.3023
3,Lazio,1.5<P<=3,Domenica,18,0.3515
3,Lazio,1.5<P<=3,Domenica,19,0.4251
3,Lazio,1.5<P<=3,Domenica,20,0.4143
3,Lazio,1.5<P<=3,Domenica,21,0.3697
3,Lazio,1.5<P<=3,Domenica,22,0.3108
3,Lazio,1.5<P<=3,Domenica,23,0.2396
3,Liguria,1.5<P<=3,Giorno feriale,0,0.1384
3,Liguria,1.5<P<=3,Giorno feriale,1,0.1115
3,Liguria,1.5<P<=3,Giorno feriale,2,0.0991
3,Liguria,1.5<P<=3,Giorno feriale,3,0.0944
3,Liguria,1.5<P<=3,Giorno feriale,4,0.0945
3,Liguria,1.5<P<=3,Giorno feriale,5,0.1045
3,Liguria,1.5<P<=3,Giorno feriale,6,0.1367
3,Liguria,1.5<P<=3,Giorno feriale,7,0.1796
3,Liguria,1.5<P<=3,Giorno feriale,8,0.1889
3,Liguria,1.5<P<=3,Giorno feriale,9,0.1883
3,Liguria,1.5<P<=3,Giorno feriale,10,0.1824
3,Liguria,1.5<P<=3,Giorno feriale,11,0.187
3,Liguria,1.5<P<=3,Giorno feriale,12,0.2011
3,Liguria,1.5<P<=3,Giorno feriale,13,0.2042
3,Liguria,1.5<P<=3,Giorno feriale,14,0.1976
3,Liguria,1.5<P<=3,Giorno feriale,15,0.1848
3,Liguria,1.5<P<=3,Giorno feriale,16,0.179
3,Liguria,1.5<P<=3,Giorno feriale,17,0.1962
3,Liguria,1.5<P<=3,Giorno feriale,18,0.2571
3,Liguria,1.5<P<=3,Giorno feriale,19,0.3305
3,Liguria,1.5<P<=3,Giorno feriale,20,0.3257
3,Liguria,1.5<P<=3,Giorno feriale,21,0.2978
3,Liguria,1.5<P<=3,Giorno feriale,22,0.244
3,Liguria,1.5<P<=3,Giorno feriale,23,0.1866
3,Liguria,1.5<P<=3,Sabato,0,0.1465
3,Liguria,1.5<P<=3,Sabato,1,0.1167
3,Liguria,1.5<P<=3,Sabato,2,0.1025
3,Liguria,1.5<P<=3,Sabato,3,0.0964
3,Liguria,1.5<P<=3,Sabato,4,0.0952
3,Liguria,1.5<P<=3,Sabato,5,0.102
3,Liguria,1.5<P<=3,Sabato,6,0.1209
3,Liguria,1.5<P<=3,Sabato,7,0.1596
3,Liguria,1.5<P<=3,Sabato,8,0.2038
3,Liguria,1.5<P<=3,Sabato,9,0.2276
3,Liguria,1.5<P<=3,Sabato,10,0.2297
3,Liguria,1.5<P<=3,Sabato,11,0.2348
3,Liguria,1.5<P<=3,Sabato,12,0.2513
3,Liguria,1.5<P<=3,Sabato,13,0.2489
3,Liguria,1.5<P<=3,Sabato,14,0.2417
3,Liguria,1.5<P<=3,Sabato,15,0.2248
3,Liguria,1.5<P<=3,Sabato,16,0.2146
3,Liguria,1.5<P<=3,Sabato,17,0.2254
3,Liguria,1.5<P<=3,Sabato,18,0.2843
3,Liguria,1.5<P<=3,Sabato,19,0.3638
3,Liguria,1.5<P<=3,Sabato,20,0.3379
3,Liguria,1.5<P<=3,Sabato,21,0.2965
3,Liguria,1.5<P<=3,Sabato,22,0.2504
3,Liguria,1.5<P<=3,Sabato,23,0.1988
3,Liguria,1.5<P<=3,Domenica,0,0.1527
3,Liguria,1.5<P<=3,Domenica,1,0.1214
3,Liguria,1.5<P<=3,Domenica,2,0.0796
3,Liguria,1.5<P<=3,Domenica,3,0.0991
3,Liguria,1.5<P<=3,Domenica,4,0.096
3,Liguria,1.5<P<=3,Domenica,5,0.0991
3,Liguria,1.5<P<=3,Domenica,6,0.1116
3,Liguria,1.5<P<=3,Domenica,7,0.1419
3,Liguria,1.5<P<=3,Domenica,8,0.1902
3,Liguria,1.5<P<=3,Domenica,9,0.2351
3,Liguria,1.5<P<=3,Domenica,10,0.2566
3,Liguria,1.5<P<=3,Domenica,11,0.272
3,Liguria,1.5<P<=3,Domenica,12,0.2803
3,Liguria,1.5<P<=3,Domenica,13,0.2511
3,Liguria,1.5<P<=3,Domenica,14,0.2336
3,Liguria,1.5<P<=3,Domenica,15,0.2145
3,Liguria,1.5<P<=3,Domenica,16,0.2031
3,Liguria,1.5<P<=3,Domenica,17,0.2167
3,Liguria,1.5<P<=3,Domenica,18,0.2749
3,Liguria,1.5<P<=3,Domenica,19,0.3448
3,Liguria,1.5<P<=3,Domenica,20,0.3333
3,Liguria,1.5<P<=3,Domenica,21,0.2964
3,Liguria,1.5<P<=3,Domenica,22,0.2425
3,Liguria,1.5<P<=3,Domenica,23,0.1849
3,Lombardia,1.5<P<=3,Giorno feriale,0,0.1606
3,Lombardia,1.5<P<=3,Giorno feriale,1,0.1317
3,Lombardia,1.5<P<=3,Giorno feriale,2,0.1184
3,Lombardia,1.5<P<=3,Giorno feriale,3,0.1132
3,Lombardia,1.5<P<=3,Giorno feriale,4,0.1136
3,Lombardia,1.5<P<=3,Giorno feriale,5,0.1255
3,Lombardia,1.5<P<=3,Giorno feriale,6,0.1598
3,Lombardia,1.5<P<=3,Giorno feriale,7,0.2058
3,Lombardia,1.5<P<=3,Giorno feriale,8,0.2254
3,Lombardia,1.5<P<=3,Giorno feriale,9,0.2261
3,Lombardia,1.5<P<=3,Giorno feriale,10,0.2215
3,Lombardia,1.5<P<=3,Giorno feriale,11,0.2345
3,Lombardia,1.5<P<=3,Giorno feriale,12,0.2471
3,Lombardia,1.5<P<=3,Giorno feriale,13,0.2418
3,Lombardia,1.5<P<=3,Giorno feriale,14,0.2302
3,Lombardia,1.5<P<=3,Giorno feriale,15,0.2137
3,Lombardia,1.5<P<=3,Giorno feriale,16,0.2109
3,Lombardia,1.5<P<=3,Giorno feriale,17,0.2345
3,Lombardia,1.5<P<=3,Giorno feriale,18,0.3128
3,Lombardia,1.5<P<=3,Giorno feriale,19,0.3818
3,Lombardia,1.5<P<=3,Giorno feriale,20,0.371
3,Lombardia,1.5<P<=3,Giorno feriale,21,0.3401
3,Lombardia,1.5<P<=3,Giorno feriale,22,0.2761
3,Lombardia,1.5<P<=3,Giorno feriale,23,0.2116
3,Lombardia,1.5<P<=3,Sabato,0,0.1685
3,Lombardia,1.5<P<=3,Sabato,1,0.1373
3,Lombardia,1.5<P<=3,Sabato,2,0.122
3,Lombardia,1.5<P<=3,Sabato,3,0.1154
3,Lombardia,1.5<P<=3,Sabato,4,0.1143
3,Lombardia,1.5<P<=3,Sabato,5,0.1223
3,Lombardia,1.5<P<=3,Sabato,6,0.1444
3,Lombardia,1.5<P<=3,Sabato,7,0.1882
3,Lombardia,1.5<P<=3,Sabato,8,0.2421
3,Lombardia,1.5<P<=3,Sabato,9,0.2776
3,Lombardia,1.5<P<=3,Sabato,10,0.2883
3,Lombardia,1.5<P<=3,Sabato,11,0.3061
3,Lombardia,1.5<P<=3,Sabato,12,0.3212
3,Lombardia,1.5<P<=3,Sabato,13,0.3108
3,Lombardia,1.5<P<=3,Sabato,14,0.3015
3,Lombardia,1.5<P<=3,Sabato,15,0.2781
3,Lombardia,1.5<P<=3,Sabato,16,0.2672
3,Lombardia,1.5<P<=3,Sabato,17,0.2832
3,Lombardia,1.5<P<=3,Sabato,18,0.3613
3,Lombardia,1.5<P<=3,Sabato,19,0.4361
3,Lombardia,1.5<P<=3,Sabato,20,0.3842
3,Lombardia,1.5<P<=3,Sabato,21,0.3391
3,Lombardia,1.5<P<=3,Sabato,22,0.2831
3,Lombardia,1.5<P<=3,Sabato,23,0.226
3,Lombardia,1.5<P<=3,Domenica,0,0.1776
3,Lombardia,1.5<P<=3,Domenica,1,0.1437
3,Lombardia,1.5<P<=3,Domenica,2,0.0955
3,Lombardia,1.5<P<=3,Domenica,3,0.1192
3,Lombardia,1.5<P<=3,Domenica,4,0.1154
3,Lombardia,1.5<P<=3,Domenica,5,0.1194
3,Lombardia,1.5<P<=3,Domenica,6,0.134
3,Lombardia,1.5<P<=3,Domenica,7,0.1665
3,Lombardia,1.5<P<=3,Domenica,8,0.2202
3,Lombardia,1.5<P<=3,Domenica,9,0.2764
3,Lombardia,1.5<P<=3,Domenica,10,0.3127
3,Lombardia,1.5<P<=3,Domenica,11,0.3541
3,Lombardia,1.5<P<=3,Domenica,12,0.3558
3,Lombardia,1.5<P<=3,Domenica,13,0.3112
3,Lombardia,1.5<P<=3,Domenica,14,0.2953
3,Lombardia,1.5<P<=3,Domenica,15,0.2695
3,Lombardia,1.5<P<=3,Domenica,16,0.2537
3,Lombardia,1.5<P<=3,Domenica,17,0.2673
3,Lombardia,1.5<P<=3,Domenica,18,0.3314
3,Lombardia,1.5<P<=3,Domenica,19,0.3949
3,Lombardia,1.5<P<=3,Domenica,20,0.3741
3,Lombardia,1.5<P<=3,Domenica,21,0.3342
3,Lombardia,1.5<P<=3,Domenica,22,0.2724
3,Lombardia,1.5<P<=3,Domenica,23,0.2098
3,Marche,1.5<P<=3,Giorno feriale,0,0.1762
3,Marche,1.5<P<=3,Giorno feriale,1,0.1427
3,Marche,1.5<P<=3,Giorno feriale,2,0.1267
3,Marche,1.5<P<=3,Giorno feriale,3,0.1203
3,Marche,1.5<P<=3,Giorno feriale,4,0.1194
3,Marche,1.5<P<=3,Giorno feriale,5,0.1291
3,Marche,1.5<P<=3,Giorno feriale,6,0.1632
3,Marche,1.5<P<=3,Giorno feriale,7,0.2144
3,Marche,1.5<P<=3,Giorno feriale,8,0.2347
3,Marche,1.5<P<=3,Giorno feriale,9,0.2355
3,Marche,1.5<P<=3,Giorno feriale,10,0.2315
3,Marche,1.5<P<=3,Giorno feriale,11,0.2379
3,Marche,1.5<P<=3,Giorno feriale,12,0.257
3,Marche,1.5<P<=3,Giorno feriale,13,0.2594
3,Marche,1.5<P<=3,Giorno feriale,14,0.2574
3,Marche,1.5<P<=3,Giorno feriale,15,0.2449
3,Marche,1.5<P<=3,Giorno feriale,16,0.2406
3,Marche,1.5<P<=3,Giorno feriale,17,0.2622
3,Marche,1.5<P<=3,Giorno feriale,18,0.3338
3,Marche,1.5<P<=3,Giorno feriale,19,0.4208
3,Marche,1.5<P<=3,Giorno feriale,20,0.3986
3,Marche,1.5<P<=3,Giorno feriale,21,0.3691
3,Marche,1.5<P<=3,Giorno feriale,22,0.308
3,Marche,1.5<P<=3,Giorno feriale,23,0.2351
3,Marche,1.5<P<=3,Sabato,0,0.1841
3,Marche,1.5<P<=3,Sabato,1,0.1482
3,Marche,1.5<P<=3,Sabato,2,0.1303
3,Marche,1.5<P<=3,Sabato,3,0.1221
3,Marche,1.5<P<=3,Sabato,4,0.1201
3,Marche,1.5<P<=3,Sabato,5,0.1269
3,Marche,1.5<P<=3,Sabato,6,0.1505
3,Marche,1.5<P<=3,Sabato,7,0.1988
3,Marche,1.5<P<=3,Sabato,8,0.2501
3,Marche,1.5<P<=3,Sabato,9,0.2773
3,Marche,1.5<P<=3,Sabato,10,0.2832
3,Marche,1.5<P<=3,Sabato,11,0.2902
3,Marche,1.5<P<=3,Sabato,12,0.3097
3,Marche,1.5<P<=3,Sabato,13,0.3051
3,Marche,1.5<P<=3,Sabato,14,0.3083
3,Marche,1.5<P<=3,Sabato,15,0.2976
3,Marche,1.5<P<=3,Sabato,16,0.2904
3,Marche,1.5<P<=3,Sabato,17,0.3071
3,Marche,1.5<P<=3,Sabato,18,0.3782
3,Marche,1.5<P<=3,Sabato,19,0.4706
3,Marche,1.5<P<=3,Sabato,20,0.4204
3,Marche,1.5<P<=3,Sabato,21,0.3643
3,Marche,1.5<P<=3,Sabato,22,0.3111
3,Marche,1.5<P<=3,Sabato,23,0.2484
3,Marche,1.5<P<=3,Domenica,0,0.1952
3,Marche,1.5<P<=3,Domenica,1,0.1567
3,Marche,1.5<P<=3,Domenica,2,0.1032
3,Marche,1.5<P<=3,Domenica,3,0.1267
3,Marche,1.5<P<=3,Domenica,4,0.1213
3,Marche,1.5<P<=3,Domenica,5,0.1241
3,Marche,1.5<P<=3,Domenica,6,0.1379
3,Marche,1.5<P<=3,Domenica,7,0.1722
3,Marche,1.5<P<=3,Domenica,8,0.228
3,Marche,1.5<P<=3,Domenica,9,0.2867
3,Marche,1.5<P<=3,Domenica,10,0.3267
3,Marche,1.5<P<=3,Domenica,11,0.3561
3,Marche,1.5<P<=3,Domenica,12,0.3737
3,Marche,1.5<P<=3,Domenica,13,0.3253
3,Marche,1.5<P<=3,Domenica,14,0.3138
3,Marche,1.5<P<=3,Domenica,15,0.3034
3,Marche,1.5<P<=3,Domenica,16,0.2926
3,Marche,1.5<P<=3,Domenica,17,0.3068
3,Marche,1.5<P<=3,Domenica,18,0.3638
3,Marche,1.5<P<=3,Domenica,19,0.4403
3,Marche,1.5<P<=3,Domenica,20,0.4064
3,Marche,1.5<P<=3,Domenica,21,0.3619
3,Marche,1.5<P<=3,Domenica,22,0.3001
3,Marche,1.5<P<=3,Domenica,23,0.2303
3,Molise,1.5<P<=3,Giorno feriale,0,0.1558
3,Molise,1.5<P<=3,Giorno feriale,1,0.1277
3,Molise,1.5<P<=3,Giorno feriale,2,0.1138
3,Molise,1.5<P<=3,Giorno feriale,3,0.1087
3,Molise,1.5<P<=3,Giorno feriale,4,0.1089
3,Molise,1.5<P<=3,Giorno feriale,5,0.1177
3,Molise,1.5<P<=3,Giorno feriale,6,0.1497
3,Molise,1.5<P<=3,Giorno feriale,7,0.2015
3,Molise,1.5<P<=3,Giorno feriale,8,0.2343
3,Molise,1.5<P<=3,Giorno feriale,9,0.2379
3,Molise,1.5<P<=3,Giorno feriale,10,0.2329
3,Molise,1.5<P<=3,Giorno feriale,11,0.237
3,Molise,1.5<P<=3,Giorno feriale,12,0.2519
3,Molise,1.5<P<=3,Giorno feriale,13,0.2501
3,Molise,1.5<P<=3,Giorno feriale,14,0.2473
3,Molise,1.5<P<=3,Giorno feriale,15,0.2382
3,Molise,1.5<P<=3,Giorno feriale,16,0.2318
3,Molise,1.5<P<=3,Giorno feriale,17,0.2483
3,Molise,1.5<P<=3,Giorno feriale,18,0.3004
3,Molise,1.5<P<=3,Giorno feriale,19,0.3564
3,Molise,1.5<P<=3,Giorno feriale,20,0.3473
3,Molise,1.5<P<=3,Giorno feriale,21,0.3181
3,Molise,1.5<P<=3,Giorno feriale,22,0.265
3,Molise,1.5<P<=3,Giorno feriale,23,0.2053
3,Molise,1.5<P<=3,Sabato,0,0.1598
3,Molise,1.5<P<=3,Sabato,1,0.13
3,Molise,1.5<P<=3,Sabato,2,0.115
3,Molise,1.5<P<=3,Sabato,3,0.1088
3,Molise,1.5<P<=3,Sabato,4,0.1083
3,Molise,1.5<P<=3,Sabato,5,0.1158
3,Molise,1.5<P<=3,Sabato,6,0.1447
3,Molise,1.5<P<=3,Sabato,7,0.195
3,Molise,1.5<P<=3,Sabato,8,0.2362
3,Molise,1.5<P<=3,Sabato,9,0.2533
3,Molise,1.5<P<=3,Sabato,10,0.2562
3,Molise,1.5<P<=3,Sabato,11,0.2637
3,Molise,1.5<P<=3,Sabato,12,0.2825
3,Molise,1.5<P<=3,Sabato,13,0.277
3,Molise,1.5<P<=3,Sabato,14,0.276
3,Molise,1.5<P<=3,Sabato,15,0.2697
3,Molise,1.5<P<=3,Sabato,16,0.2665
3,Molise,1.5<P<=3,Sabato,17,0.28
3,Molise,1.5<P<=3,Sabato,18,0.334
3,Molise,1.5<P<=3,Sabato,19,0.4025
3,Molise,1.5<P<=3,Sabato,20,0.3735
3,Molise,1.5<P<=3,Sabato,21,0.3187
3,Molise,1.5<P<=3,Sabato,22,0.2702
3,Molise,1.5<P<=3,Sabato,23,0.2167
3,Molise,1.5<P<=3,Domenica,0,0.1692
3,Molise,1.5<P<=3,Domenica,1,0.1367
3,Molise,1.5<P<=3,Domenica,2,0.0903
3,Molise,1.5<P<=3,Domenica,3,0.1128
3,Molise,1.5<P<=3,Domenica,4,0.109
3,Molise,1.5<P<=3,Domenica,5,0.1122
3,Molise,1.5<P<=3,Domenica,6,0.1318
3,Molise,1.5<P<=3,Domenica,7,0.1733
3,Molise,1.5<P<=3,Domenica,8,0.2255
3,Molise,1.5<P<=3,Domenica,9,0.2735
3,Molise,1.5<P<=3,Domenica,10,0.3062
3,Molise,1.5<P<=3,Domenica,11,0.3365
3,Molise,1.5<P<=3,Domenica,12,0.3635
3,Molise,1.5<P<=3,Domenica,13,0.303
3,Molise,1.5<P<=3,Domenica,14,0.2773
3,Molise,1.5<P<=3,Domenica,15,0.2723
3,Molise,1.5<P<=3,Domenica,16,0.2633
3,Molise,1.5<P<=3,Domenica,17,0.2725
3,Molise,1.5<P<=3,Domenica,18,0.3107
3,Molise,1.5<P<=3,Domenica,19,0.3567
3,Molise,1.5<P<=3,Domenica,20,0.3493
3,Molise,1.5<P<=3,Domenica,21,0.3108
3,Molise,1.5<P<=3,Domenica,22,0.2593
3,Molise,1.5<P<=3,Domenica,23,0.2025
3,Piemonte,1.5<P<=3,Giorno feriale,0,0.1557
3,Piemonte,1.5<P<=3,Giorno feriale,1,0.1263
3,Piemonte,1.5<P<=3,Giorno feriale,2,0.1125
3,Piemonte,1.5<P<=3,Giorno feriale,3,0.1073
3,Piemonte,1.5<P<=3,Giorno feriale,4,0.1081
3,Piemonte,1.5<P<=3,Giorno feriale,5,0.1198
3,Piemonte,1.5<P<=3,Giorno feriale,6,0.1548
3,Piemonte,1.5<P<=3,Giorno feriale,7,0.2016
3,Piemonte,1.5<P<=3,Giorno feriale,8,0.2165
3,Piemonte,1.5<P<=3,Giorno feriale,9,0.2163
3,Piemonte,1.5<P<=3,Giorno feriale,10,0.2097
3,Piemonte,1.5<P<=3,Giorno feriale,11,0.2165
3,Piemonte,1.5<P<=3,Giorno feriale,12,0.2283
3,Piemonte,1.5<P<=3,Giorno feriale,13,0.226
3,Piemonte,1.5<P<=3,Giorno feriale,14,0.2154
3,Piemonte,1.5<P<=3,Giorno feriale,15,0.1999
3,Piemonte,1.5<P<=3,Giorno feriale,16,0.1962
3,Piemonte,1.5<P<=3,Giorno feriale,17,0.2168
3,Piemonte,1.5<P<=3,Giorno feriale,18,0.2855
3,Piemonte,1.5<P<=3,Giorno feriale,19,0.3594
3,Piemonte,1.5<P<=3,Giorno feriale,20,0.3526
3,Piemonte,1.5<P<=3,Giorno feriale,21,0.3278
3,Piemonte,1.5<P<=3,Giorno feriale,22,0.2695
3,Piemonte,1.5<P<=3,Giorno feriale,23,0.2074
3,Piemonte,1.5<P<=3,Sabato,0,0.1641
3,Piemonte,1.5<P<=3,Sabato,1,0.1322
3,Piemonte,1.5<P<=3,Sabato,2,0.1162
3,Piemonte,1.5<P<=3,Sabato,3,0.1095
3,Piemonte,1.5<P<=3,Sabato,4,0.1088
3,Piemonte,1.5<P<=3,Sabato,5,0.117
3,Piemonte,1.5<P<=3,Sabato,6,0.1391
3,Piemonte,1.5<P<=3,Sabato,7,0.18
3,Piemonte,1.5<P<=3,Sabato,8,0.2295
3,Piemonte,1.5<P<=3,Sabato,9,0.2607
3,Piemonte,1.5<P<=3,Sabato,10,0.268
3,Piemonte,1.5<P<=3,Sabato,11,0.2787
3,Piemonte,1.5<P<=3,Sabato,12,0.2923
3,Piemonte,1.5<P<=3,Sabato,13,0.2842
3,Piemonte,1.5<P<=3,Sabato,14,0.2755
3,Piemonte,1.5<P<=3,Sabato,15,0.2559
3,Piemonte,1.5<P<=3,Sabato,16,0.2477
3,Piemonte,1.5<P<=3,Sabato,17,0.2623
3,Piemonte,1.5<P<=3,Sabato,18,0.3304
3,Piemonte,1.5<P<=3,Sabato,19,0.4088
3,Piemonte,1.5<P<=3,Sabato,20,0.3652
3,Piemonte,1.5<P<=3,Sabato,21,0.3228
3,Piemonte,1.5<P<=3,Sabato,22,0.2735
3,Piemonte,1.5<P<=3,Sabato,23,0.2199
3,Piemonte,1.5<P<=3,Domenica,0,0.1723
3,Piemonte,1.5<P<=3,Domenica,1,0.1381
3,Piemonte,1.5<P<=3,Domenica,2,0.091
3,Piemonte,1.5<P<=3,Domenica,3,0.1129
3,Piemonte,1.5<P<=3,Domenica,4,0.1093
3,Piemonte,1.5<P<=3,Domenica,5,0.1135
3,Piemonte,1.5<P<=3,Domenica,6,0.1277
3,Piemonte,1.5<P<=3,Domenica,7,0.1598
3,Piemonte,1.5<P<=3,Domenica,8,0.2118
3,Piemonte,1.5<P<=3,Domenica,9,0.2638
3,Piemonte,1.5<P<=3,Domenica,10,0.293
3,Piemonte,1.5<P<=3,Domenica,11,0.3187
3,Piemonte,1.5<P<=3,Domenica,12,0.3257
3,Piemonte,1.5<P<=3,Domenica,13,0.2884
3,Piemonte,1.5<P<=3,Domenica,14,0.272
3,Piemonte,1.5<P<=3,Domenica,15,0.2507
3,Piemonte,1.5<P<=3,Domenica,16,0.2394
3,Piemonte,1.5<P<=3,Domenica,17,0.2539
3,Piemonte,1.5<P<=3,Domenica,18,0.3112
3,Piemonte,1.5<P<=3,Domenica,19,0.3752
3,Piemonte,1.5<P<=3,Domenica,20,0.3579
3,Piemonte,1.5<P<=3,Domenica,21,0.3233
3,Piemonte,1.5<P<=3,Domenica,22,0.2663
3,Piemonte,1.5<P<=3,Domenica,23,0.2056
3,Puglia,1.5<P<=3,Giorno feriale,0,0.1763
3,Puglia,1.5<P<=3,Giorno feriale,1,0.1398
3,Puglia,1.5<P<=3,Giorno feriale,2,0.1227
3,Puglia,1.5<P<=3,Giorno feriale,3,0.1167
3,Puglia,1.5<P<=3,Giorno feriale,4,0.1184
3,Puglia,1.5<P<=3,Giorno feriale,5,0.1357
3,Puglia,1.5<P<=3,Giorno feriale,6,0.1801
3,Puglia,1.5<P<=3,Giorno feriale,7,0.2474
3,Puglia,1.5<P<=3,Giorno feriale,8,0.2836
3,Puglia,1.5<P<=3,Giorno feriale,9,0.2799
3,Puglia,1.5<P<=3,Giorno feriale,10,0.2687
3,Puglia,1.5<P<=3,Giorno feriale,11,0.273
3,Puglia,1.5<P<=3,Giorno feriale,12,0.3028
3,Puglia,1.5<P<=3,Giorno feriale,13,0.3126
3,Puglia,1.5<P<=3,Giorno feriale,14,0.2984
3,Puglia,1.5<P<=3,Giorno feriale,15,0.2869
3,Puglia,1.5<P<=3,Giorno feriale,16,0.2806
3,Puglia,1.5<P<=3,Giorno feriale,17,0.2945
3,Puglia,1.5<P<=3,Giorno feriale,18,0.3379
3,Puglia,1.5<P<=3,Giorno feriale,19,0.3982
3,Puglia,1.5<P<=3,Giorno feriale,20,0.4278
3,Puglia,1.5<P<=3,Giorno feriale,21,0.3873
3,Puglia,1.5<P<=3,Giorno feriale,22,0.322
3,Puglia,1.5<P<=3,Giorno feriale,23,0.2436
3,Puglia,1.5<P<=3,Sabato,0,0.1823
3,Puglia,1.5<P<=3,Sabato,1,0.1432
3,Puglia,1.5<P<=3,Sabato,2,0.1249
3,Puglia,1.5<P<=3,Sabato,3,0.1179
3,Puglia,1.5<P<=3,Sabato,4,0.1187
3,Puglia,1.5<P<=3,Sabato,5,0.1335
3,Puglia,1.5<P<=3,Sabato,6,0.1721
3,Puglia,1.5<P<=3,Sabato,7,0.2368
3,Puglia,1.5<P<=3,Sabato,8,0.2886
3,Puglia,1.5<P<=3,Sabato,9,0.3031
3,Puglia,1.5<P<=3,Sabato,10,0.2979
3,Puglia,1.5<P<=3,Sabato,11,0.3
3,Puglia,1.5<P<=3,Sabato,12,0.3291
3,Puglia,1.5<P<=3,Sabato,13,0.3366
3,Puglia,1.5<P<=3,Sabato,14,0.3216
3,Puglia,1.5<P<=3,Sabato,15,0.3133
3,Puglia,1.5<P<=3,Sabato,16,0.3084
3,Puglia,1.5<P<=3,Sabato,17,0.3215
3,Puglia,1.5<P<=3,Sabato,18,0.3652
3,Puglia,1.5<P<=3,Sabato,19,0.427
3,Puglia,1.5<P<=3,Sabato,20,0.4527
3,Puglia,1.5<P<=3,Sabato,21,0.389
3,Puglia,1.5<P<=3,Sabato,22,0.3263
3,Puglia,1.5<P<=3,Sabato,23,0.259
3,Puglia,1.5<P<=3,Domenica,0,0.1959
3,Puglia,1.5<P<=3,Domenica,1,0.1517
3,Puglia,1.5<P<=3,Domenica,2,0.0975
