Mese,Regione,Classe potenza,Working day,Ora,Prelievo medio Orario Regionale (kWh)
2,Veneto,1.5<P<=3,Domenica,14,0.2957
2,Veneto,1.5<P<=3,Domenica,15,0.2815
2,Veneto,1.5<P<=3,Domenica,16,0.2823
2,Veneto,1.5<P<=3,Domenica,17,0.3146
2,Veneto,1.5<P<=3,Domenica,18,0.3859
2,Veneto,1.5<P<=3,Domenica,19,0.424
2,Veneto,1.5<P<=3,Domenica,20,0.3958
2,Veneto,1.5<P<=3,Domenica,21,0.3575
2,Veneto,1.5<P<=3,Domenica,22,0.2982
2,Veneto,1.5<P<=3,Domenica,23,0.232
3,Abruzzo,1.5<P<=3,Giorno feriale,0,0.1698
3,Abruzzo,1.5<P<=3,Giorno feriale,1,0.1372
3,Abruzzo,1.5<P<=3,Giorno feriale,2,0.1214
3,Abruzzo,1.5<P<=3,Giorno feriale,3,0.115
3,Abruzzo,1.5<P<=3,Giorno feriale,4,0.1143
3,Abruzzo,1.5<P<=3,Giorno feriale,5,0.1239
3,Abruzzo,1.5<P<=3,Giorno feriale,6,0.1557
3,Abruzzo,1.5<P<=3,Giorno feriale,7,0.2045
3,Abruzzo,1.5<P<=3,Giorno feriale,8,0.2316
3,Abruzzo,1.5<P<=3,Giorno feriale,9,0.2309
3,Abruzzo,1.5<P<=3,Giorno feriale,10,0.224
3,Abruzzo,1.5<P<=3,Giorno feriale,11,0.2241
3,Abruzzo,1.5<P<=3,Giorno feriale,12,0.2393
3,Abruzzo,1.5<P<=3,Giorno feriale,13,0.2462
3,Abruzzo,1.5<P<=3,Giorno feriale,14,0.2473
3,Abruzzo,1.5<P<=3,Giorno feriale,15,0.2369
3,Abruzzo,1.5<P<=3,Giorno feriale,16,0.2294
3,Abruzzo,1.5<P<=3,Giorno feriale,17,0.2475
3,Abruzzo,1.5<P<=3,Giorno feriale,18,0.3101
3,Abruzzo,1.5<P<=3,Giorno feriale,19,0.3881
3,Abruzzo,1.5<P<=3,Giorno feriale,20,0.3778
3,Abruzzo,1.5<P<=3,Giorno feriale,21,0.3465
3,Abruzzo,1.5<P<=3,Giorno feriale,22,0.292
3,Abruzzo,1.5<P<=3,Giorno feriale,23,0.2253
3,Abruzzo,1.5<P<=3,Sabato,0,0.1754
3,Abruzzo,1.5<P<=3,Sabato,1,0.1405
3,Abruzzo,1.5<P<=3,Sabato,2,0.1233
3,Abruzzo,1.5<P<=3,Sabato,3,0.1158
3,Abruzzo,1.5<P<=3,Sabato,4,0.1141
3,Abruzzo,1.5<P<=3,Sabato,5,0.1211
3,Abruzzo,1.5<P<=3,Sabato,6,0.1456
3,Abruzzo,1.5<P<=3,Sabato,7,0.1901
3,Abruzzo,1.5<P<=3,Sabato,8,0.2348
3,Abruzzo,1.5<P<=3,Sabato,9,0.2581
3,Abruzzo,1.5<P<=3,Sabato,10,0.2609
3,Abruzzo,1.5<P<=3,Sabato,11,0.2618
3,Abruzzo,1.5<P<=3,Sabato,12,0.2779
3,Abruzzo,1.5<P<=3,Sabato,13,0.2811
3,Abruzzo,1.5<P<=3,Sabato,14,0.2855
3,Abruzzo,1.5<P<=3,Sabato,15,0.2791
3,Abruzzo,1.5<P<=3,Sabato,16,0.2693
3,Abruzzo,1.5<P<=3,Sabato,17,0.2788
3,Abruzzo,1.5<P<=3,Sabato,18,0.3365
3,Abruzzo,1.5<P<=3,Sabato,19,0.4201
3,Abruzzo,1.5<P<=3,Sabato,20,0.3951
3,Abruzzo,1.5<P<=3,Sabato,21,0.3423
3,Abruzzo,1.5<P<=3,Sabato,22,0.2943
3,Abruzzo,1.5<P<=3,Sabato,23,0.236
3,Abruzzo,1.5<P<=3,Domenica,0,0.1848
3,Abruzzo,1.5<P<=3,Domenica,1,0.1478
3,Abruzzo,1.5<P<=3,Domenica,2,0.0966
3,Abruzzo,1.5<P<=3,Domenica,3,0.1196
3,Abruzzo,1.5<P<=3,Domenica,4,0.1147
3,Abruzzo,1.5<P<=3,Domenica,5,0.1179
3,Abruzzo,1.5<P<=3,Domenica,6,0.133
3,Abruzzo,1.5<P<=3,Domenica,7,0.1653
3,Abruzzo,1.5<P<=3,Domenica,8,0.2148
3,Abruzzo,1.5<P<=3,Domenica,9,0.2642
3,Abruzzo,1.5<P<=3,Domenica,10,0.2969
3,Abruzzo,1.5<P<=3,Domenica,11,0.3197
3,Abruzzo,1.5<P<=3,Domenica,12,0.3435
3,Abruzzo,1.5<P<=3,Domenica,13,0.3053
3,Abruzzo,1.5<P<=3,Domenica,14,0.2871
3,Abruzzo,1.5<P<=3,Domenica,15,0.2826
3,Abruzzo,1.5<P<=3,Domenica,16,0.2757
3,Abruzzo,1.5<P<=3,Domenica,17,0.2875
3,Abruzzo,1.5<P<=3,Domenica,18,0.3304
3,Abruzzo,1.5<P<=3,Domenica,19,0.3906
3,Abruzzo,1.5<P<=3,Domenica,20,0.3785
3,Abruzzo,1.5<P<=3,Domenica,21,0.3381
3,Abruzzo,1.5<P<=3,Domenica,22,0.2846
3,Abruzzo,1.5<P<=3,Domenica,23,0.2211
3,Basilicata,1.5<P<=3,Giorno feriale,0,0.161
3,Basilicata,1.5<P<=3,Giorno feriale,1,0.1283
3,Basilicata,1.5<P<=3,Giorno feriale,2,0.1132
3,Basilicata,1.5<P<=3,Giorno feriale,3,0.1076
3,Basilicata,1.5<P<=3,Giorno feriale,4,0.108
3,Basilicata,1.5<P<=3,Giorno feriale,5,0.1176
3,Basilicata,1.5<P<=3,Giorno feriale,6,0.1503
3,Basilicata,1.5<P<=3,Giorno feriale,7,0.2053
3,Basilicata,1.5<P<=3,Giorno feriale,8,0.2433
3,Basilicata,1.5<P<=3,Giorno feriale,9,0.2474
3,Basilicata,1.5<P<=3,Giorno feriale,10,0.24
3,Basilicata,1.5<P<=3,Giorno feriale,11,0.2387
3,Basilicata,1.5<P<=3,Giorno feriale,12,0.2565
3,Basilicata,1.5<P<=3,Giorno feriale,13,0.2633
3,Basilicata,1.5<P<=3,Giorno feriale,14,0.2592
3,Basilicata,1.5<P<=3,Giorno feriale,15,0.2522
3,Basilicata,1.5<P<=3,Giorno feriale,16,0.2429
3,Basilicata,1.5<P<=3,Giorno feriale,17,0.2519
3,Basilicata,1.5<P<=3,Giorno feriale,18,0.2963
3,Basilicata,1.5<P<=3,Giorno feriale,19,0.3535
3,Basilicata,1.5<P<=3,Giorno feriale,20,0.357
3,Basilicata,1.5<P<=3,Giorno feriale,21,0.3291
3,Basilicata,1.5<P<=3,Giorno feriale,22,0.2837
3,Basilicata,1.5<P<=3,Giorno feriale,23,0.2189
3,Basilicata,1.5<P<=3,Sabato,0,0.1661
3,Basilicata,1.5<P<=3,Sabato,1,0.1315
3,Basilicata,1.5<P<=3,Sabato,2,0.115
3,Basilicata,1.5<P<=3,Sabato,3,0.1085
3,Basilicata,1.5<P<=3,Sabato,4,0.1076
3,Basilicata,1.5<P<=3,Sabato,5,0.1158
3,Basilicata,1.5<P<=3,Sabato,6,0.145
3,Basilicata,1.5<P<=3,Sabato,7,0.1991
3,Basilicata,1.5<P<=3,Sabato,8,0.2492
3,Basilicata,1.5<P<=3,Sabato,9,0.2718
3,Basilicata,1.5<P<=3,Sabato,10,0.2729
3,Basilicata,1.5<P<=3,Sabato,11,0.271
3,Basilicata,1.5<P<=3,Sabato,12,0.288
3,Basilicata,1.5<P<=3,Sabato,13,0.2874
3,Basilicata,1.5<P<=3,Sabato,14,0.2833
3,Basilicata,1.5<P<=3,Sabato,15,0.284
3,Basilicata,1.5<P<=3,Sabato,16,0.278
3,Basilicata,1.5<P<=3,Sabato,17,0.2853
3,Basilicata,1.5<P<=3,Sabato,18,0.328
3,Basilicata,1.5<P<=3,Sabato,19,0.3862
3,Basilicata,1.5<P<=3,Sabato,20,0.3837
3,Basilicata,1.5<P<=3,Sabato,21,0.3332
3,Basilicata,1.5<P<=3,Sabato,22,0.2868
3,Basilicata,1.5<P<=3,Sabato,23,0.2302
3,Basilicata,1.5<P<=3,Domenica,0,0.1769
3,Basilicata,1.5<P<=3,Domenica,1,0.139
3,Basilicata,1.5<P<=3,Domenica,2,0.09
3,Basilicata,1.5<P<=3,Domenica,3,0.1121
3,Basilicata,1.5<P<=3,Domenica,4,0.1081
3,Basilicata,1.5<P<=3,Domenica,5,0.1119
3,Basilicata,1.5<P<=3,Domenica,6,0.1302
3,Basilicata,1.5<P<=3,Domenica,7,0.1715
3,Basilicata,1.5<P<=3,Domenica,8,0.227
3,Basilicata,1.5<P<=3,Domenica,9,0.2793
3,Basilicata,1.5<P<=3,Domenica,10,0.3179
3,Basilicata,1.5<P<=3,Domenica,11,0.3541
3,Basilicata,1.5<P<=3,Domenica,12,0.3969
3,Basilicata,1.5<P<=3,Domenica,13,0.3363
3,Basilicata,1.5<P<=3,Domenica,14,0.2853
3,Basilicata,1.5<P<=3,Domenica,15,0.2858
3,Basilicata,1.5<P<=3,Domenica,16,0.2781
3,Basilicata,1.5<P<=3,Domenica,17,0.2854
3,Basilicata,1.5<P<=3,Domenica,18,0.3112
3,Basilicata,1.5<P<=3,Domenica,19,0.3466
3,Basilicata,1.5<P<=3,Domenica,20,0.3509
3,Basilicata,1.5<P<=3,Domenica,21,0.3207
3,Basilicata,1.5<P<=3,Domenica,22,0.2752
3,Basilicata,1.5<P<=3,Domenica,23,0.2149
3,Calabria,1.5<P<=3,Giorno feriale,0,0.1967
3,Calabria,1.5<P<=3,Giorno feriale,1,0.1552
3,Calabria,1.5<P<=3,Giorno feriale,2,0.1353
3,Calabria,1.5<P<=3,Giorno feriale,3,0.1278
3,Calabria,1.5<P<=3,Giorno feriale,4,0.1284
3,Calabria,1.5<P<=3,Giorno feriale,5,0.1467
3,Calabria,1.5<P<=3,Giorno feriale,6,0.2086
3,Calabria,1.5<P<=3,Giorno feriale,7,0.2925
3,Calabria,1.5<P<=3,Giorno feriale,8,0.3148
3,Calabria,1.5<P<=3,Giorno feriale,9,0.3056
3,Calabria,1.5<P<=3,Giorno feriale,10,0.2915
3,Calabria,1.5<P<=3,Giorno feriale,11,0.29
3,Calabria,1.5<P<=3,Giorno feriale,12,0.3108
3,Calabria,1.5<P<=3,Giorno feriale,13,0.3274
3,Calabria,1.5<P<=3,Giorno feriale,14,0.3299
3,Calabria,1.5<P<=3,Giorno feriale,15,0.3101
3,Calabria,1.5<P<=3,Giorno feriale,16,0.2975
3,Calabria,1.5<P<=3,Giorno feriale,17,0.3128
3,Calabria,1.5<P<=3,Giorno feriale,18,0.3687
3,Calabria,1.5<P<=3,Giorno feriale,19,0.4493
3,Calabria,1.5<P<=3,Giorno feriale,20,0.4676
3,Calabria,1.5<P<=3,Giorno feriale,21,0.4305
3,Calabria,1.5<P<=3,Giorno feriale,22,0.3616
3,Calabria,1.5<P<=3,Giorno feriale,23,0.2719
3,Calabria,1.5<P<=3,Sabato,0,0.2036
3,Calabria,1.5<P<=3,Sabato,1,0.1597
3,Calabria,1.5<P<=3,Sabato,2,0.1381
3,Calabria,1.5<P<=3,Sabato,3,0.1295
3,Calabria,1.5<P<=3,Sabato,4,0.1292
3,Calabria,1.5<P<=3,Sabato,5,0.145
3,Calabria,1.5<P<=3,Sabato,6,0.2003
3,Calabria,1.5<P<=3,Sabato,7,0.2836
3,Calabria,1.5<P<=3,Sabato,8,0.3255
3,Calabria,1.5<P<=3,Sabato,9,0.332
3,Calabria,1.5<P<=3,Sabato,10,0.319
3,Calabria,1.5<P<=3,Sabato,11,0.3134
3,Calabria,1.5<P<=3,Sabato,12,0.3313
3,Calabria,1.5<P<=3,Sabato,13,0.3467
3,Calabria,1.5<P<=3,Sabato,14,0.3552
3,Calabria,1.5<P<=3,Sabato,15,0.3401
3,Calabria,1.5<P<=3,Sabato,16,0.3279
3,Calabria,1.5<P<=3,Sabato,17,0.3367
3,Calabria,1.5<P<=3,Sabato,18,0.3882
3,Calabria,1.5<P<=3,Sabato,19,0.4727
3,Calabria,1.5<P<=3,Sabato,20,0.4786
3,Calabria,1.5<P<=3,Sabato,21,0.4149
3,Calabria,1.5<P<=3,Sabato,22,0.3586
3,Calabria,1.5<P<=3,Sabato,23,0.2842
3,Calabria,1.5<P<=3,Domenica,0,0.2142
3,Calabria,1.5<P<=3,Domenica,1,0.1666
3,Calabria,1.5<P<=3,Domenica,2,0.1068
3,Calabria,1.5<P<=3,Domenica,3,0.1332
3,Calabria,1.5<P<=3,Domenica,4,0.129
3,Calabria,1.5<P<=3,Domenica,5,0.1369
3,Calabria,1.5<P<=3,Domenica,6,0.1691
3,Calabria,1.5<P<=3,Domenica,7,0.2328
3,Calabria,1.5<P<=3,Domenica,8,0.3056
3,Calabria,1.5<P<=3,Domenica,9,0.3584
3,Calabria,1.5<P<=3,Domenica,10,0.3836
3,Calabria,1.5<P<=3,Domenica,11,0.4042
3,Calabria,1.5<P<=3,Domenica,12,0.4217
3,Calabria,1.5<P<=3,Domenica,13,0.3664
3,Calabria,1.5<P<=3,Domenica,14,0.3403
3,Calabria,1.5<P<=3,Domenica,15,0.3291
3,Calabria,1.5<P<=3,Domenica,16,0.3162
3,Calabria,1.5<P<=3,Domenica,17,0.3231
3,Calabria,1.5<P<=3,Domenica,18,0.3595
3,Calabria,1.5<P<=3,Domenica,19,0.4187
3,Calabria,1.5<P<=3,Domenica,20,0.4442
3,Calabria,1.5<P<=3,Domenica,21,0.4057
3,Calabria,1.5<P<=3,Domenica,22,0.3444
3,Calabria,1.5<P<=3,Domenica,23,0.2645
3,Campania,1.5<P<=3,Giorno feriale,0,0.2029
3,Campania,1.5<P<=3,Giorno feriale,1,0.1566
3,Campania,1.5<P<=3,Giorno feriale,2,0.1341
3,Campania,1.5<P<=3,Giorno feriale,3,0.1247
3,Campania,1.5<P<=3,Giorno feriale,4,0.1228
3,Campania,1.5<P<=3,Giorno feriale,5,0.1327
3,Campania,1.5<P<=3,Giorno feriale,6,0.17
3,Campania,1.5<P<=3,Giorno feriale,7,0.235
3,Campania,1.5<P<=3,Giorno feriale,8,0.2813
3,Campania,1.5<P<=3,Giorno feriale,9,0.2847
3,Campania,1.5<P<=3,Giorno feriale,10,0.276
3,Campania,1.5<P<=3,Giorno feriale,11,0.2728
3,Campania,1.5<P<=3,Giorno feriale,12,0.2897
3,Campania,1.5<P<=3,Giorno feriale,13,0.3026
3,Campania,1.5<P<=3,Giorno feriale,14,0.3036
3,Campania,1.5<P<=3,Giorno feriale,15,0.2932
3,Campania,1.5<P<=3,Giorno feriale,16,0.2837
3,Campania,1.5<P<=3,Giorno feriale,17,0.2981
3,Campania,1.5<P<=3,Giorno feriale,18,0.3531
3,Campania,1.5<P<=3,Giorno feriale,19,0.4296
3,Campania,1.5<P<=3,Giorno feriale,20,0.45
3,Campania,1.5<P<=3,Giorno feriale,21,0.4201
3,Campania,1.5<P<=3,Giorno feriale,22,0.3633
3,Campania,1.5<P<=3,Giorno feriale,23,0.2807
3,Campania,1.5<P<=3,Sabato,0,0.2124
3,Campania,1.5<P<=3,Sabato,1,0.1629
3,Campania,1.5<P<=3,Sabato,2,0.1384
3,Campania,1.5<P<=3,Sabato,3,0.1274
3,Campania,1.5<P<=3,Sabato,4,0.124
3,Campania,1.5<P<=3,Sabato,5,0.1316
3,Campania,1.5<P<=3,Sabato,6,0.1602
3,Campania,1.5<P<=3,Sabato,7,0.2169
3,Campania,1.5<P<=3,Sabato,8,0.2751
3,Campania,1.5<P<=3,Sabato,9,0.3047
3,Campania,1.5<P<=3,Sabato,10,0.3099
3,Campania,1.5<P<=3,Sabato,11,0.3093
3,Campania,1.5<P<=3,Sabato,12,0.3255
3,Campania,1.5<P<=3,Sabato,13,0.336
3,Campania,1.5<P<=3,Sabato,14,0.339
3,Campania,1.5<P<=3,Sabato,15,0.3374
3,Campania,1.5<P<=3,Sabato,16,0.3274
3,Campania,1.5<P<=3,Sabato,17,0.3357
3,Campania,1.5<P<=3,Sabato,18,0.3873
3,Campania,1.5<P<=3,Sabato,19,0.4694
3,Campania,1.5<P<=3,Sabato,20,0.4825
3,Campania,1.5<P<=3,Sabato,21,0.4196
3,Campania,1.5<P<=3,Sabato,22,0.3649
3,Campania,1.5<P<=3,Sabato,23,0.2981
3,Campania,1.5<P<=3,Domenica,0,0.2278
3,Campania,1.5<P<=3,Domenica,1,0.1739
3,Campania,1.5<P<=3,Domenica,2,0.1092
3,Campania,1.5<P<=3,Domenica,3,0.1329
3,Campania,1.5<P<=3,Domenica,4,0.1253
3,Campania,1.5<P<=3,Domenica,5,0.1277
3,Campania,1.5<P<=3,Domenica,6,0.1458
3,Campania,1.5<P<=3,Domenica,7,0.1909
3,Campania,1.5<P<=3,Domenica,8,0.2546
3,Campania,1.5<P<=3,Domenica,9,0.3139
3,Campania,1.5<P<=3,Domenica,10,0.3535
3,Campania,1.5<P<=3,Domenica,11,0.3824
3,Campania,1.5<P<=3,Domenica,12,0.4183
3,Campania,1.5<P<=3,Domenica,13,0.387
3,Campania,1.5<P<=3,Domenica,14,0.3392
3,Campania,1.5<P<=3,Domenica,15,0.3349
3,Campania,1.5<P<=3,Domenica,16,0.3237
3,Campania,1.5<P<=3,Domenica,17,0.3227
3,Campania,1.5<P<=3,Domenica,18,0.3523
3,Campania,1.5<P<=3,Domenica,19,0.398
3,Campania,1.5<P<=3,Domenica,20,0.4247
3,Campania,1.5<P<=3,Domenica,21,0.3989
3,Campania,1.5<P<=3,Domenica,22,0.3468
3,Campania,1.5<P<=3,Domenica,23,0.276
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,0,0.1723
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,1,0.1434
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,2,0.1295
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,3,0.1241
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,4,0.1243
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,5,0.1348
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,6,0.1662
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,7,0.2031
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,8,0.22
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,9,0.2218
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,10,0.2176
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,11,0.2215
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,12,0.2326
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,13,0.2342
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,14,0.2281
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,15,0.2167
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,16,0.2148
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,17,0.2373
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,18,0.309
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,19,0.3799
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,20,0.3703
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,21,0.3391
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,22,0.2819
3,Emilia-Romagna,1.5<P<=3,Giorno feriale,23,0.2213
3,Emilia-Romagna,1.5<P<=3,Sabato,0,0.1794
3,Emilia-Romagna,1.5<P<=3,Sabato,1,0.1489
3,Emilia-Romagna,1.5<P<=3,Sabato,2,0.133
3,Emilia-Romagna,1.5<P<=3,Sabato,3,0.1261
3,Emilia-Romagna,1.5<P<=3,Sabato,4,0.1248
3,Emilia-Romagna,1.5<P<=3,Sabato,5,0.1321
3,Emilia-Romagna,1.5<P<=3,Sabato,6,0.1516
3,Emilia-Romagna,1.5<P<=3,Sabato,7,0.1878
3,Emilia-Romagna,1.5<P<=3,Sabato,8,0.2343
3,Emilia-Romagna,1.5<P<=3,Sabato,9,0.2669
3,Emilia-Romagna,1.5<P<=3,Sabato,10,0.2777
3,Emilia-Romagna,1.5<P<=3,Sabato,11,0.2858
3,Emilia-Romagna,1.5<P<=3,Sabato,12,0.2991
3,Emilia-Romagna,1.5<P<=3,Sabato,13,0.2963
3,Emilia-Romagna,1.5<P<=3,Sabato,14,0.291
3,Emilia-Romagna,1.5<P<=3,Sabato,15,0.2763
3,Emilia-Romagna,1.5<P<=3,Sabato,16,0.2698
3,Emilia-Romagna,1.5<P<=3,Sabato,17,0.2866
3,Emilia-Romagna,1.5<P<=3,Sabato,18,0.3545
3,Emilia-Romagna,1.5<P<=3,Sabato,19,0.4233
3,Emilia-Romagna,1.5<P<=3,Sabato,20,0.3867
3,Emilia-Romagna,1.5<P<=3,Sabato,21,0.3402
3,Emilia-Romagna,1.5<P<=3,Sabato,22,0.2879
3,Emilia-Romagna,1.5<P<=3,Sabato,23,0.2343
3,Emilia-Romagna,1.5<P<=3,Domenica,0,0.188
3,Emilia-Romagna,1.5<P<=3,Domenica,1,0.1552
3,Emilia-Romagna,1.5<P<=3,Domenica,2,0.1045
3,Emilia-Romagna,1.5<P<=3,Domenica,3,0.1298
3,Emilia-Romagna,1.5<P<=3,Domenica,4,0.1257
3,Emilia-Romagna,1.5<P<=3,Domenica,5,0.1293
3,Emilia-Romagna,1.5<P<=3,Domenica,6,0.1419
3,Emilia-Romagna,1.5<P<=3,Domenica,7,0.1696
3,Emilia-Romagna,1.5<P<=3,Domenica,8,0.217
3,Emilia-Romagna,1.5<P<=3,Domenica,9,0.2687
3,Emilia-Romagna,1.5<P<=3,Domenica,10,0.3051
3,Emilia-Romagna,1.5<P<=3,Domenica,11,0.3344
3,Emilia-Romagna,1.5<P<=3,Domenica,12,0.3455
3,Emilia-Romagna,1.5<P<=3,Domenica,13,0.3125
3,Emilia-Romagna,1.5<P<=3,Domenica,14,0.2956
3,Emilia-Romagna,1.5<P<=3,Domenica,15,0.2791
3,Emilia-Romagna,1.5<P<=3,Domenica,16,0.2712
3,Emilia-Romagna,1.5<P<=3,Domenica,17,0.2863
3,Emilia-Romagna,1.5<P<=3,Domenica,18,0.3407
3,Emilia-Romagna,1.5<P<=3,Domenica,19,0.3992
3,Emilia-Romagna,1.5<P<=3,Domenica,20,0.3798
3,Emilia-Romagna,1.5<P<=3,Domenica,21,0.3375
3,Emilia-Romagna,1.5<P<=3,Domenica,22,0.2804
3,Emilia-Romagna,1.5<P<=3,Domenica,23,0.2212
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,0,0.1736
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,1,0.1458
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,2,0.1328
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,3,0.1282
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,4,0.1298
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,5,0.1459
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,6,0.1948
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,7,0.2416
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,8,0.2487
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,9,0.2432
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,10,0.2322
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,11,0.2351
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,12,0.2437
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,13,0.2451
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,14,0.2406
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,15,0.2291
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,16,0.2313
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,17,0.2661
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,18,0.3525
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,19,0.4125
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,20,0.4005
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,21,0.3612
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,22,0.2917
3,Friuli-Venezia Giulia,1.5<P<=3,Giorno feriale,23,0.2243
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,0,0.1819
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,1,0.1515
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,2,0.1364
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,3,0.1303
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,4,0.1303
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,5,0.142
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,6,0.1731
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,7,0.2234
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,8,0.2757
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,9,0.3014
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,10,0.3007
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,11,0.3046
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,12,0.3139
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,13,0.3106
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,14,0.3096
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,15,0.2968
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,16,0.2976
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,17,0.3286
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,18,0.4075
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,19,0.4545
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,20,0.4097
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,21,0.363
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,22,0.3027
3,Friuli-Venezia Giulia,1.5<P<=3,Sabato,23,0.2407
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,0,0.1899
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,1,0.1573
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,2,0.1068
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,3,0.134
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,4,0.1311
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,5,0.1372
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,6,0.1565
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,7,0.1964
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,8,0.2552
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,9,0.3096
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,10,0.3365
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,11,0.3636
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,12,0.3674
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,13,0.3362
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,14,0.3251
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,15,0.3084
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,16,0.3029
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,17,0.3224
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,18,0.3852
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,19,0.432
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,20,0.4059
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,21,0.3591
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,22,0.2923
3,Friuli-Venezia Giulia,1.5<P<=3,Domenica,23,0.2258
3,Lazio,1.5<P<=3,Giorno feriale,0,0.1825
